index,sample_id,label,adv_pred,success,query_count,mse_l2,linf,chamfer,hausdorff,elapsed_seconds,file
0,airplane_0627,0,26,1,0,1.3231287833742191,0.15999993681907654,0.0006185424281284213,0.018088221549987793,1.7305541932582855,samples/000000_airplane_0627.npz
1,airplane_0628,0,26,1,0,1.542481338196425,0.1599999964237213,0.000727752922102809,0.018460333347320557,0.6287447586655617,samples/000001_airplane_0628.npz
2,airplane_0629,0,26,1,0,1.3800966133630597,0.1599993109703064,0.0006873485399410129,0.019372999668121338,0.6163963414728642,samples/000002_airplane_0629.npz
3,airplane_0630,0,26,1,0,1.5897734905342473,0.15999990701675415,0.0007436979212798178,0.033196449279785156,0.6260908357799053,samples/000003_airplane_0630.npz
4,airplane_0631,0,26,1,0,1.484048907952109,0.1599999964237213,0.0007840669713914394,0.018777310848236084,0.6287121027708054,samples/000004_airplane_0631.npz
5,airplane_0632,0,26,1,0,1.6422364086994616,0.1599995493888855,0.0008548659970983863,0.024117767810821533,0.616515725851059,samples/000005_airplane_0632.npz
6,airplane_0633,0,26,1,0,1.8423667179902172,0.1600000262260437,0.0008954121731221676,0.023542195558547974,0.6163769103586674,samples/000006_airplane_0633.npz
7,airplane_0634,0,26,1,0,1.612184609020323,0.15999995172023773,0.0007405739743262529,0.015460073947906494,0.6144982390105724,samples/000007_airplane_0634.npz
8,airplane_0635,0,26,1,0,1.3117780743577834,0.1599995195865631,0.0006536347791552544,0.027742326259613037,0.6434030793607235,samples/000008_airplane_0635.npz
9,airplane_0636,0,26,1,0,1.3552871274607154,0.15999968349933624,0.0005984717281535268,0.018316984176635742,0.674371212720871,samples/000009_airplane_0636.npz
10,airplane_0637,0,26,1,0,1.79956804894206,0.1599999964237213,0.0008617166895419359,0.023287862539291382,0.670596644282341,samples/000010_airplane_0637.npz
11,airplane_0638,0,26,1,0,1.5247982696871132,0.1599995493888855,0.0007088413112796843,0.026149585843086243,0.6539843529462814,samples/000011_airplane_0638.npz
12,airplane_0639,0,26,1,0,1.411401785061456,0.15999993681907654,0.0007110515143722296,0.02130800485610962,0.6203509867191315,samples/000012_airplane_0639.npz
13,airplane_0640,0,26,1,0,2.0194221924604254,0.1600000262260437,0.0010567631106823683,0.028429806232452393,0.6184888817369938,samples/000013_airplane_0640.npz
14,airplane_0641,0,26,1,0,1.4939354849217956,0.15999990701675415,0.0007816749275662005,0.023539304733276367,0.6893479637801647,samples/000014_airplane_0641.npz
15,airplane_0642,0,26,1,0,1.6743994931675434,0.1599999964237213,0.0007393448613584042,0.02673870325088501,0.7159024141728878,samples/000015_airplane_0642.npz
16,airplane_0643,0,26,1,0,2.425320641467479,0.1599999964237213,0.0012009842321276665,0.028584420680999756,0.6958398930728436,samples/000016_airplane_0643.npz
17,airplane_0644,0,26,1,0,1.84866347491533,0.1600000262260437,0.0008949794573709369,0.018459796905517578,0.7083864659070969,samples/000017_airplane_0644.npz
18,airplane_0645,0,26,1,0,1.82902983745308,0.15999996662139893,0.0008578120032325387,0.020308196544647217,0.7092022933065891,samples/000018_airplane_0645.npz
19,airplane_0646,0,26,1,0,1.5644466671471056,0.15769121050834656,0.000750963285099715,0.02049964666366577,0.7048043981194496,samples/000019_airplane_0646.npz
20,airplane_0647,0,26,1,0,1.4907577815386126,0.15999996662139893,0.0006729223532602191,0.025199174880981445,0.6342675238847733,samples/000020_airplane_0647.npz
21,airplane_0648,0,26,1,0,1.3096353058186947,0.1599999964237213,0.0006124625797383487,0.016727745532989502,0.6251984797418118,samples/000021_airplane_0648.npz
22,airplane_0649,0,30,1,0,1.6522799540439543,0.15999990701675415,0.0007837088778614998,0.019438475370407104,0.6472541131079197,samples/000022_airplane_0649.npz
23,airplane_0650,0,12,1,0,1.5778964226492447,0.1599999964237213,0.000738053466193378,0.0188201442360878,0.6167597733438015,samples/000023_airplane_0650.npz
24,airplane_0651,0,26,1,0,1.7365766418221693,0.15999998152256012,0.0007557997014373541,0.027774453163146973,0.6574396751821041,samples/000024_airplane_0651.npz
25,airplane_0652,0,26,1,0,1.8509669251415974,0.1599999964237213,0.0008829396683722734,0.01970958709716797,0.7038609199225903,samples/000025_airplane_0652.npz
26,airplane_0653,0,26,1,0,1.5891294819716058,0.15999989211559296,0.0007624197169207036,0.02664881944656372,0.7123164385557175,samples/000026_airplane_0653.npz
27,airplane_0654,0,26,1,0,1.76092690817517,0.1599999964237213,0.0007065593381412327,0.019900798797607422,0.6529441438615322,samples/000027_airplane_0654.npz
28,airplane_0655,0,26,1,0,1.969581882381315,0.1599999964237213,0.000888956943526864,0.025260210037231445,0.6155000329017639,samples/000028_airplane_0655.npz
29,airplane_0656,0,26,1,0,1.6366266848360924,0.1600000262260437,0.0006722602993249893,0.017152011394500732,0.61501020565629,samples/000029_airplane_0656.npz
30,airplane_0657,0,26,1,0,0.7961073150826736,0.09879152476787567,0.00028880033642053604,0.0076332688331604,0.6138956733047962,samples/000030_airplane_0657.npz
31,airplane_0658,0,26,1,0,1.4736612063150487,0.1600000262260437,0.0006442512385547161,0.016051292419433594,0.6201832927763462,samples/000031_airplane_0658.npz
32,airplane_0659,0,26,1,0,1.6384843757671375,0.15999996662139893,0.0008427266729995608,0.02588936686515808,0.6251763142645359,samples/000032_airplane_0659.npz
33,airplane_0660,0,26,1,0,1.497631587391076,0.15999974310398102,0.0007556575583294034,0.01685231924057007,0.6153146363794804,samples/000033_airplane_0660.npz
34,airplane_0661,0,26,1,0,1.1395742593272655,0.1599997878074646,0.0005957182729616761,0.012263283133506775,0.6209380365908146,samples/000034_airplane_0661.npz
