index,sample_id,label,adv_pred,success,query_count,mse_l2,linf,chamfer,hausdorff,elapsed_seconds,file
0,airplane_0627,0,26,1,113,2.373183484325039,0.3178209960460663,0.0010992756579071283,0.05246227979660034,1.6643030270934105,samples/000000_airplane_0627.npz
1,airplane_0628,0,26,1,90,1.946484040611096,0.319845974445343,0.0006576859159395099,0.050843171775341034,0.49747081473469734,samples/000001_airplane_0628.npz
2,airplane_0629,0,26,1,67,1.9726124975810106,0.31992673873901367,0.0007016463205218315,0.05313578248023987,0.3835173211991787,samples/000002_airplane_0629.npz
3,airplane_0630,0,26,1,68,1.8931455912938948,0.3199015259742737,0.0008853210019879043,0.05370616912841797,0.38692232966423035,samples/000003_airplane_0630.npz
4,airplane_0631,0,26,1,76,2.0489990337643222,0.31735166907310486,0.0008222847827710211,0.052951931953430176,0.4241538383066654,samples/000004_airplane_0631.npz
5,airplane_0632,0,26,1,82,2.3075518895490577,0.3187284469604492,0.0010704336455091834,0.052585452795028687,0.4550364576280117,samples/000005_airplane_0632.npz
6,airplane_0633,0,26,1,155,2.4992798721742964,0.3195793628692627,0.0012445456814020872,0.05241236090660095,0.8358569741249084,samples/000006_airplane_0633.npz
7,airplane_0634,0,26,1,109,2.170346744670901,0.3193897604942322,0.0007170313620008528,0.05390995740890503,0.6043340563774109,samples/000007_airplane_0634.npz
8,airplane_0635,0,26,1,355,3.431619643015323,0.3199295401573181,0.0019889480900019407,0.04771122336387634,1.8945038728415966,samples/000008_airplane_0635.npz
9,airplane_0636,0,26,1,90,2.146625184429376,0.31876417994499207,0.0009793146746233106,0.05256223678588867,0.49733123555779457,samples/000009_airplane_0636.npz
10,airplane_0637,0,8,1,523,3.0357868025637305,0.3198205530643463,0.0011520514963194728,0.05755424499511719,2.7498515732586384,samples/000010_airplane_0637.npz
11,airplane_0638,0,26,1,201,2.9675573663862975,0.3194330930709839,0.0013325734762474895,0.05364280939102173,1.0849648118019104,samples/000011_airplane_0638.npz
12,airplane_0639,0,7,1,150,2.217023473241116,0.3195812702178955,0.0008796267793513834,0.05235755443572998,0.8091220483183861,samples/000012_airplane_0639.npz
13,airplane_0640,0,26,1,202,2.638787572711584,0.319643497467041,0.0012361350236460567,0.05276167392730713,1.0899610444903374,samples/000013_airplane_0640.npz
14,airplane_0641,0,26,1,66,1.8659045867751511,0.31415414810180664,0.0006161737837828696,0.0526653528213501,0.3716662675142288,samples/000014_airplane_0641.npz
15,airplane_0642,0,26,1,130,2.048999906453344,0.31439560651779175,0.0007702651782892644,0.05226540565490723,0.7076563015580177,samples/000015_airplane_0642.npz
16,airplane_0643,0,26,1,71,1.8101932711184434,0.31894412636756897,0.0007396668661385775,0.05196717381477356,0.3978274203836918,samples/000016_airplane_0643.npz
17,airplane_0644,0,37,1,654,3.371410580418501,0.3198627233505249,0.0013170224847272038,0.05249679088592529,3.4377479664981365,samples/000017_airplane_0644.npz
18,airplane_0645,0,26,1,157,2.7152923432913707,0.3187534511089325,0.0010416920995339751,0.05268126726150513,0.8471164964139462,samples/000018_airplane_0645.npz
19,airplane_0646,0,26,1,283,3.1025152016389472,0.3194916844367981,0.0015686779515817761,0.052329935133457184,1.5108111090958118,samples/000019_airplane_0646.npz
20,airplane_0647,0,26,1,173,2.579922413657423,0.31998395919799805,0.0009544713539071381,0.052568018436431885,0.9366598501801491,samples/000020_airplane_0647.npz
21,airplane_0648,0,13,1,1400,4.172289366985364,0.3198709487915039,0.001880704890936613,0.052351415157318115,7.338270101696253,samples/000021_airplane_0648.npz
22,airplane_0649,0,26,1,127,2.3515102089172197,0.31952857971191406,0.0010911752469837666,0.052573852241039276,0.693840391933918,samples/000022_airplane_0649.npz
23,airplane_0650,0,26,1,136,2.3946606848428917,0.31963083148002625,0.0009327929001301527,0.05256330966949463,0.7360214069485664,samples/000023_airplane_0650.npz
24,airplane_0651,0,33,1,255,2.7527469873443904,0.3192686438560486,0.0011084667639806867,0.047033488750457764,1.3759086430072784,samples/000024_airplane_0651.npz
